mac,org,venue,ap_cnt,dups,connected,band,ssid,connected_time,rssi,avg_ack_rssi,rx_rate,tx_rate,rx_packets,rx_bytes,tx_packets,tx_bytes,vlan_id,rrm_state,rrm_bands,rrm_active,rrm_pps,rrm_upsteer_btm_total,rrm_upsteer_btm_success,rrm_upsteer_btm_fail,rrm_upsteer_legacy_total,rrm_upsteer_legacy_success,rrm_upsteer_legacy_fail,rrm_sticky_btm_total,rrm_sticky_btm_success,rrm_sticky_btm_fail,rrm_sticky_legacy_total,rrm_sticky_legacy_success,rrm_sticky_legacy_fail,rrm_downsteer_btm_total,rrm_downsteer_btm_success,rrm_downsteer_btm_fail,rrm_downsteer_legacy_total,rrm_downsteer_legacy_success,rrm_downsteer_legacy_fail,rrm_cap_wnm,rrm_cap_active,rrm_cap_passive,rrm_cap_table,rrm_cap_link,rrm_cap_stats
cc:f7:35:87:df:99,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,693627,-76,-72,263.3,433.3,2112865,267411208,2860886,1537385138,,MAX_REACHED,3,True,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
4a:75:70:1b:8e:eb,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,217136,-73,-73,626.9,960.7,590309,170072238,3125421,3933258051,,CAN_STEER,3,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
1e:bc:bf:ce:08:27,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,43076,-71,-77,626.9,12.0,530094,514408398,1157140,1406384780,,MAX_REACHED,3,True,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,True,True,True,True,True
60:ab:14:a3:fa:cc,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,35420,-38,-46,866.7,866.7,248,57542,273,55100,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
ac:8b:a9:8f:78:3d,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,20817,-67,-66,72.2,65.0,5983277,7472992452,3127583,207420138,,CAN_STEER,3,True,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
66:1c:c3:c9:fc:5e,Shasta NorthEast,Shasta HQ,19,0,True,2G,Household,2746,-78,-78,39.0,58.5,8743,1927442,10935,10267520,,MAX_REACHED,1,True,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,False,False,False,False,False,False
ea:5b:e6:00:f2:ec,Shasta NorthEast,Shasta HQ,19,0,True,5G,Household,1090,-70,-69,1080.6,1200.9,36252,9053305,67646,54138564,,MAX_REACHED,3,True,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,False,True,True,True,True,True
3a:85:07:15:14:d5,Tim,TRaceHome,55,0,True,5G,lake,59,-88,-80,137.6,12.0,1494,249428,1539,688334,,MAX_REACHED,3,True,20,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,False,True,True,True,True,True
f4:e2:c6:0f:3a:f3,Tim,TRaceHome,1,0,True,2G,lake,159223,-70,-70,72.2,65.0,45390611,47409407653,30644306,2053261362,,CAN_STEER,3,True,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
48:a2:e6:9e:ea:b2,Tim,TRaceHome,1,0,True,2G,lake,118721,-58,-58,65.0,65.0,41237,2672392,31413,2819980,,MAX_REACHED,1,True,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50:8a:06:28:f1:b4,Tim,TRaceHome,1,0,True,2G,lake,118623,-64,-62,6.5,72.2,38656,6371353,16771,1364996,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50:8a:06:25:92:ca,Tim,TRaceHome,1,0,True,2G,lake,118566,-64,-63,43.3,72.2,38442,6348785,16317,1324578,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
68:57:2d:9a:01:db,Tim,TRaceHome,1,0,True,2G,lake,118199,-65,-65,28.9,65.0,38749,6292676,16977,1367780,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a0:92:08:44:e3:f8,Tim,TRaceHome,1,0,True,2G,lake,92243,-60,-61,72.2,6.5,28896,5109239,5761,714239,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b0:e4:d5:cb:54:b4,Tim,TRaceHome,1,0,True,2G,lake,8636,-74,-73,65.0,115.6,45729,16630156,73579,16214892,,CAN_STEER,3,True,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
08:12:a5:a5:88:d7,Tim,TRaceHome,1,0,True,5G,pond,159612,-66,-60,433.3,433.3,628541,103893823,863339,169975443,S-99,CAN_STEER,3,True,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
14:91:38:6a:3a:99,Tim,TRaceHome,1,0,True,5G,pond,142300,-70,-65,433.3,433.3,470394,59337146,720447,144853765,S-99,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
68:db:f5:ad:d1:dc,Tim,TRaceHome,1,0,True,5G,pond,48641,-70,-65,433.3,433.3,150196,18450613,233536,62257601,S-99,MAX_REACHED,3,True,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
10:6f:d9:2f:c1:6a,Tim,TRaceHome,1,0,True,2G,pond,158331,-72,-71,72.2,43.3,31667,4302020,423894,120739088,S-99,CAN_STEER,1,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b2:50:ac:90:62:11,Tim,TRaceHome,55,0,False,,,0,0,0,0,0,0,0,0,0,,MAX_REACHED,3,False,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,False,True,True,True,True,True
0a:d3:ed:04:a1:17,Tim,TRaceHome,19,0,False,,,0,0,0,0,0,0,0,0,0,,MAX_REACHED,3,False,11,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,False,True,True,True,True,True
5a:6c:8c:0a:ce:bf,Tim,TRaceHome,55,0,False,,,0,0,0,0,0,0,0,0,0,,MAX_REACHED,3,False,47,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,False,True,True,True,True,True
4a:08:e3:73:51:a3,Tim,TRaceHome,55,0,True,5G,lake,44,-73,-75,6.5,135.0,47,9399,74,20750,,MAX_REACHED,3,True,4,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,False,True,True,True,True,True
c8:69:cd:7a:ba:cf,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,915046,-62,-61,866.7,866.7,609871,102901376,818178,323487016,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
68:d7:9a:df:31:f3,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,914593,-84,-84,175.5,390.0,138152310,153183185071,78806770,5264192735,,MAX_REACHED,3,True,92,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,True,True,True,False,True
f0:18:98:b4:9b:71,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,760665,-59,-68,1300.0,1300.0,1078475,260487624,6549693,8691112054,,CAN_STEER,3,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:9e:a2:b5:80:cd,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,524589,-80,-77,263.3,433.3,1565918,181128379,1950237,738381765,,MAX_REACHED,3,True,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
f4:e2:c6:76:ef:3b,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,20829,-70,-63,433.3,433.3,5683692,7011390890,2650606,176236044,,CAN_STEER,3,True,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:ec:da:30:d8:8d,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,914830,-60,-56,58.5,72.2,145987875,151326123992,117020166,7809117450,,CAN_STEER,2,True,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:ec:da:30:74:23,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,914830,-68,-64,58.5,72.2,155054365,167352554904,120521921,8041356786,,CAN_STEER,3,True,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:9e:a2:c7:f9:ef,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,497023,-55,-50,433.3,433.3,1855135,215416066,2555232,1553187685,,CAN_STEER,3,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
48:a2:e6:7f:1b:71,Shasta NorthEast,Camp,1,0,True,2G,Honeywell,914411,-50,-48,72.2,65.0,42328,7735631,34447,6876344,,MAX_REACHED,1,True,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b0:cf:cb:a8:64:5d,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,914828,-45,-42,866.7,866.7,1720014,206551082,1406554,584711586,,CAN_STEER,3,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:ec:da:d9:02:f7,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,839604,-61,-60,39.0,72.2,144383675,168049484133,95058384,6325979142,,CAN_STEER,3,True,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
dc:03:98:fe:7b:32,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,396173,-64,-64,48.0,866.7,1419235,135804857,11685383,16144258851,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
b8:2c:a0:5d:44:da,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,914816,-64,-62,72.2,65.0,41751,7163047,34759,6871475,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5c:41:5a:fc:d4:01,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,914483,-72,-71,58.5,72.2,2606795,355759940,2349621,516095332,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
1c:39:29:a0:78:55,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,316379,-65,-66,72.2,57.8,11313,1068153,5730,727198,,MAX_REACHED,1,True,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
1c:39:29:a0:4a:7f,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,299711,-63,-65,72.2,65.0,10723,1006195,5500,693033,,CAN_STEER,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
9c:30:5b:7f:bf:d3,Tim,TRaceHome,1,0,True,2G,lake,159482,-70,-69,52.0,52.0,49054,6370924,493333,127427768,,CAN_STEER,1,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a0:92:08:65:b7:e9,Tim,TRaceHome,1,0,True,2G,lake,110549,-45,-44,65.0,72.2,25356,4873333,2816,354120,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
10:2c:6b:bf:48:9e,Tim,TRaceHome,1,0,True,5G,lake,159902,-54,-54,86.7,200.0,516745,93661327,545697,74164237,,CAN_STEER,3,True,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
7c:ed:c6:f7:e1:d4,Tim,TRaceHome,1,0,True,5G,lake,58333,-61,-58,86.7,200.0,159084,23743292,274667,84277570,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
b8:27:eb:91:93:11,Tim,TRaceHome,1,0,True,2G,pond,63350,-61,-56,72.2,72.2,19218955,27999523026,3393296,343365474,S-99,MAX_REACHED,1,True,177,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
10:59:32:da:b0:de,Tim,TRaceHome,1,0,True,5G,pond,159894,-78,-77,48.0,130.0,325523,50695427,2277334,3094256628,S-99,BACKOFF,3,True,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
98:41:5c:a9:81:78,Tim,TRaceHome,1,0,True,5G,pond,158511,-70,-72,78.0,130.0,733769,48953934,1456820,2052136616,S-99,MAX_REACHED,2,True,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
78:45:58:3f:9c:31,Tim,TRaceHome,1,0,True,2G,lake,159455,-64,-61,72.2,72.2,34211339,32017250866,26142290,1758245089,,MAX_REACHED,3,True,207,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
24:62:ab:30:0a:fb,Tim,TRaceHome,1,0,True,2G,lake,106760,-51,-51,48.0,72.2,38300,5913360,2082,249458,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b4:e4:54:07:18:a8,Tim,TRaceHome,1,0,True,2G,lake,93557,-37,-41,72.2,1.0,12960,3134645,8440,3970180,,MAX_REACHED,1,True,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
10:ce:02:66:73:0e,Tim,TRaceHome,1,0,True,5G,lake,159902,-54,-45,86.7,200.0,68857272,4757421328,96683390,87443924196,,CAN_STEER,3,True,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False
fc:d7:49:0c:0f:21,Tim,TRaceHome,1,0,True,5G,lake,159901,-71,-68,86.7,200.0,391294,53574981,589447,114556826,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
90:f8:2e:fd:d2:24,Tim,TRaceHome,1,0,True,5G,lake,159901,-51,-49,86.7,200.0,605785,91131679,1007434,373142406,,CAN_STEER,3,True,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
1c:57:dc:43:9f:71,Tim,TRaceHome,1,0,True,5G,lake,61453,-50,-50,173.4,400.0,18173665,12446409814,40700131,55626887159,,CAN_STEER,3,True,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
48:a2:e6:a5:b2:b1,Tim,TRaceHome,1,0,True,2G,lake,118660,-58,-55,65.0,65.0,38350,2509946,31129,2806320,,MAX_REACHED,1,True,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a4:cf:12:1f:8c:8c,Tim,TRaceHome,1,0,True,2G,lake,68309,-51,-47,65.0,72.2,25403,3039298,164301,39207527,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
80:c5:f2:b3:82:7f,Tim,TRaceHome,1,0,True,2G,lake,3449,-35,-34,65.0,65.0,267,38782,100,10898,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
08:91:15:75:6d:42,Tim,TRaceHome,1,0,True,5G,lake,160839,-78,-73,78.0,270.0,1367597,303547112,1609810,852886092,,CAN_STEER,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
f8:54:b8:0f:8c:92,Tim,TRaceHome,1,0,True,5G,lake,160380,-83,-80,52.0,135.0,535621,63964461,716906,128074821,,MAX_REACHED,3,True,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
b0:f7:c4:37:58:c3,Tim,TRaceHome,1,0,True,5G,lake,159936,-51,-47,86.7,200.0,2827264,195478272,2988570,246110561,,CAN_STEER,3,True,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
08:12:a5:e8:fd:56,Tim,TRaceHome,1,0,True,5G,lake,159936,-64,-60,86.7,200.0,496209,57023384,664360,113067178,,CAN_STEER,3,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50:07:c3:51:e2:f3,Tim,TRaceHome,1,0,True,5G,lake,159936,-72,-71,65.0,200.0,57191776,3832899212,75515891,61568689677,,CAN_STEER,3,True,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False
4c:b9:ea:07:f4:bc,Tim,TRaceHome,1,0,True,5G,lake,70217,-60,-66,48.0,200.0,17975,12142474,15272,9220670,,MAX_REACHED,3,True,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,True,True,True,True,False
50:41:1c:b2:c3:46,Tim,TRaceHome,1,0,True,5G,lake,47547,-74,-74,58.5,162.0,657206,60849441,510384,217144234,,MAX_REACHED,2,True,50,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
9a:3e:79:9a:3e:00,Dante,LBS Testbed,19,0,True,2G,LSTB,345,-72,-79,6.5,6.0,204,37350,163,45644,,CAN_STEER,3,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
14:7d:da:4b:d4:af,Erez home,Erez SF,1,0,True,5G,DEFI5G,6883,-65,-74,175.5,351.0,2917,931606,3804,2408079,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
d2:78:fd:69:f8:6d,Erez home,Erez SF,37,0,True,5G,DEFI5G,358,-63,-69,216.1,288.2,6381,988821,104130,131914747,,MAX_REACHED,3,True,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
b2:8e:2a:fa:1b:ad,Erez home,Erez SF,19,0,True,2G,DEFI5G,448,-59,-58,72.2,26.0,43,3082,57,5538,,MAX_REACHED,1,True,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
44:17:93:c0:d2:dc,Erez home,Tel AViv,1,0,True,2G,DEFI,3727225,-61,-62,48.0,7.2,777173,117713467,5775337,2795533535,,N/A,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
82:96:5b:37:4c:c4,Dante,LBS Testbed,1,0,True,5G,LSTB,309933,-83,-87,25.8,3.6,30609,16247142,105356,110507292,,CAN_STEER,3,True,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
34:3e:a4:4d:d3:30,Ducky's Legal Services,Ducky's San Ramon,1,0,True,2G,plume.dogfood,18423,-37,-37,72.2,72.2,10916,3824157,22544,8389252,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:45:c3:a8:07:7a,Ducky's Legal Services,Ducky's San Ramon,1,0,True,2G,plume.dogfood,12768,-49,-49,72.2,65.0,1203,166714,632,83705,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
20:d7:78:b9:8d:d7,Ducky's Legal Services,Ducky's San Ramon,1,0,True,2G,plume.dogfood,8442,-60,-60,6.5,57.8,3166,1633169,2195,581409,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
7c:9e:bd:4d:32:40,Erez home,Tel AViv,1,0,True,2G,DEFI,106582,-53,-55,65.0,72.2,12346,890726,5271,387397,,N/A,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a8:48:fa:7f:96:b0,Erez home,Tel AViv,1,0,True,2G,DEFI,68362,-36,-37,72.2,72.2,21487,2237931,125259,59499047,,N/A,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:a7:c1:3c:1c:a0,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,589049,-59,-54,72.2,28.9,45344,18921919,48752,10475811,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3c:e4:41:cc:0e:d3,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,588921,-59,-56,780.0,260.0,3249397,475411117,4532445,3484599945,,BACKOFF,2,True,106,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
5c:41:5a:cb:2c:10,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,488293,-79,-75,117.0,195.0,2590780,287156312,2561133,316750435,,MAX_REACHED,3,True,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
90:48:6c:ed:db:0e,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,314828,-57,-56,702.0,195.1,2899771,3651145014,704051,162716963,,CAN_STEER,3,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
f4:f5:d8:d1:f0:60,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,11949,-55,-55,433.3,234.0,58875,4772252,63130,9287222,,CAN_STEER,3,True,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
