mac,org,venue,ap_cnt,dups,connected,band,ssid,connected_time,rssi,avg_ack_rssi,rx_rate,tx_rate,rx_packets,rx_bytes,tx_packets,tx_bytes,vlan_id,rrm_state,rrm_bands,rrm_active,rrm_pps,rrm_upsteer_btm_total,rrm_upsteer_btm_success,rrm_upsteer_btm_fail,rrm_upsteer_legacy_total,rrm_upsteer_legacy_success,rrm_upsteer_legacy_fail,rrm_sticky_btm_total,rrm_sticky_btm_success,rrm_sticky_btm_fail,rrm_sticky_legacy_total,rrm_sticky_legacy_success,rrm_sticky_legacy_fail,rrm_downsteer_btm_total,rrm_downsteer_btm_success,rrm_downsteer_btm_fail,rrm_downsteer_legacy_total,rrm_downsteer_legacy_success,rrm_downsteer_legacy_fail,rrm_cap_wnm,rrm_cap_active,rrm_cap_passive,rrm_cap_table,rrm_cap_link,rrm_cap_stats
5c:60:ba:52:1f:78,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,908626,-59,-60,390.0,433.3,171296,25162666,252512,77328686,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
58:9a:3e:89:ee:df,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,908607,-67,-64,650.0,866.7,4990778,547027912,5009953,998249716,,CAN_STEER,3,True,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
00:51:ed:f8:58:5a,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,809769,-62,-70,526.6,650.0,3096996,324056729,25934974,35631899487,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:f7:35:87:df:99,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,687194,-78,-74,195.0,325.0,2093422,264398045,2842359,1534309031,,MAX_REACHED,3,True,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
4a:75:70:1b:8e:eb,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,210703,-70,-69,720.6,1080.6,513253,143419059,2920761,3723666511,,CAN_STEER,3,True,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
1e:bc:bf:ce:08:27,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,36643,-75,-74,432.3,864.8,488710,491116988,1040571,1266892994,,MAX_REACHED,3,True,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,True,True,True,True,True
60:ab:14:a3:fa:cc,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,28987,-38,-46,866.7,866.7,247,57500,252,54554,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
ac:8b:a9:8f:78:3d,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,14384,-68,-67,72.2,65.0,3749115,4577311785,2018511,133917084,,CAN_STEER,3,True,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3a:85:07:15:14:d5,Tim,TRaceHome,37,0,True,5G,lake,121,-81,-80,626.9,540.3,535,156468,768,412727,,CAN_STEER,3,True,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,True,True,True,True,True
0a:d3:ed:04:a1:17,Tim,TRaceHome,37,0,True,5G,lake,11,-63,-69,0.0,6.0,6,667,5,863,,CAN_STEER,3,True,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,True,True,True,True,True
f4:e2:c6:0f:3a:f3,Tim,TRaceHome,1,0,True,2G,lake,152779,-71,-71,72.2,57.8,43320675,45247906110,29232681,1958779847,,CAN_STEER,3,True,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
48:a2:e6:9e:ea:b2,Tim,TRaceHome,1,0,True,2G,lake,112277,-59,-59,65.0,65.0,38981,2525772,29702,2669654,,MAX_REACHED,1,True,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50:8a:06:28:f1:b4,Tim,TRaceHome,1,0,True,2G,lake,112179,-64,-62,43.3,72.2,36561,6025629,15876,1292184,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50:8a:06:25:92:ca,Tim,TRaceHome,1,0,True,2G,lake,112122,-63,-63,43.3,72.2,36337,6002041,15402,1249886,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
68:57:2d:9a:01:db,Tim,TRaceHome,1,0,True,2G,lake,111755,-67,-65,65.0,65.0,36587,5946476,15986,1289018,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a0:92:08:44:e3:f8,Tim,TRaceHome,1,0,True,2G,lake,85799,-61,-61,65.0,6.5,27345,4809938,5605,694603,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b0:e4:d5:cb:54:b4,Tim,TRaceHome,19,0,True,2G,lake,2192,-73,-72,65.0,78.0,3641,1016270,10654,4301194,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
08:12:a5:a5:88:d7,Tim,TRaceHome,1,0,True,5G,pond,153168,-66,-61,433.3,433.3,604022,100058152,833827,164646283,S-99,CAN_STEER,3,True,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
14:91:38:6a:3a:99,Tim,TRaceHome,1,0,True,5G,pond,135856,-70,-65,351.0,433.3,449792,56731644,692086,139487202,S-99,CAN_STEER,3,True,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b4:b5:b6:82:96:f9,Tim,TRaceHome,1,0,True,5G,pond,51492,-69,-75,48.0,650.0,1812937,194114069,18832849,25786985089,S-99,BACKOFF,3,True,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False
68:db:f5:ad:d1:dc,Tim,TRaceHome,1,0,True,5G,pond,42197,-70,-64,263.3,433.3,131926,16444525,203553,56358974,S-99,MAX_REACHED,3,True,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
b2:50:ac:90:62:11,Tim,TRaceHome,1,0,True,5G,pond,37442,-67,-74,720.6,720.6,20633,3363733,116982,55017013,S-99,MAX_REACHED,3,True,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,True,True,True,True,True
38:fc:98:be:e4:bb,Tim,TRaceHome,1,0,True,5G,pond,801,-69,-70,650.0,173.4,48290,4540030,766239,1115486035,S-99,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False
10:6f:d9:2f:c1:6a,Tim,TRaceHome,1,0,True,2G,pond,151887,-70,-70,72.2,57.8,30553,4187226,407760,116109882,S-99,CAN_STEER,1,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
74:d8:3e:bc:c4:83,Tim,TRaceHome,19,0,False,,,0,0,0,0,0,0,0,0,0,,CAN_STEER,,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False
c8:69:cd:7a:ba:cf,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,908612,-61,-62,866.7,866.7,605985,102135736,814151,322237150,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
68:d7:9a:df:31:f3,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,908159,-83,-83,292.6,6.0,137204945,152142733471,78254510,5227349247,,MAX_REACHED,3,True,231,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,True,True,True,False,True
f0:18:98:b4:9b:71,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,754231,-58,-67,1300.0,1300.0,1057549,256450610,6399439,8490910639,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:9e:a2:b5:80:cd,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,518155,-80,-76,263.3,433.3,1547773,179264634,1931726,735755806,,MAX_REACHED,3,True,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
f4:e2:c6:76:ef:3b,Shasta NorthEast,Shasta HQ,1,0,True,5G,Household,14395,-70,-63,433.3,433.3,3704631,4517510130,1769730,117633350,,CAN_STEER,3,True,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:ec:da:30:d8:8d,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,908397,-60,-56,58.5,72.2,145007081,150328673571,116258253,7758315836,,CAN_STEER,2,True,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:ec:da:30:74:23,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,908397,-68,-64,58.5,72.2,154182371,166521522001,119838709,7995859989,,CAN_STEER,3,True,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:9e:a2:c7:f9:ef,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,490590,-58,-52,433.3,433.3,1834889,213300289,2536469,1550946693,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
48:a2:e6:7f:1b:71,Shasta NorthEast,Camp,1,0,True,2G,Honeywell,907978,-49,-48,72.2,65.0,42045,7684942,34210,6829258,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b0:cf:cb:a8:64:5d,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,908394,-45,-42,866.7,866.7,1711096,205430753,1402195,583393795,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:ec:da:d9:02:f7,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,833170,-66,-60,58.5,72.2,143428270,166997528965,94449225,6285475492,,CAN_STEER,3,True,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
dc:03:98:fe:7b:32,Shasta NorthEast,Camp,1,0,True,5G,430 Dandy,389739,-65,-64,48.0,866.7,1419222,135804311,11685357,16144257659,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
b8:2c:a0:5d:44:da,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,908382,-64,-62,72.2,65.0,41470,7118447,34517,6824379,,CAN_STEER,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5c:41:5a:fc:d4:01,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,908049,-72,-71,52.0,72.2,2585046,352859014,2329944,512271321,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
1c:39:29:a0:78:55,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,309945,-65,-66,72.2,58.5,11085,1047375,5616,712897,,MAX_REACHED,1,True,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
1c:39:29:a0:4a:7f,Shasta NorthEast,Camp,1,0,True,2G,430 Dandy,293277,-63,-65,72.2,57.8,10492,984598,5383,678270,,CAN_STEER,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
9c:30:5b:7f:bf:d3,Tim,TRaceHome,1,0,True,2G,lake,153017,-74,-74,39.0,28.9,47356,6160199,473438,122183047,,CAN_STEER,1,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a0:92:08:65:b7:e9,Tim,TRaceHome,1,0,True,2G,lake,104084,-44,-43,72.2,72.2,23875,4588825,2641,331829,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
10:2c:6b:bf:48:9e,Tim,TRaceHome,1,0,True,5G,lake,153437,-57,-60,86.7,200.0,469329,78146164,497272,67608465,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
7c:ed:c6:f7:e1:d4,Tim,TRaceHome,1,0,True,5G,lake,51868,-61,-61,86.7,200.0,137969,21005622,237327,73727892,,CAN_STEER,3,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
b8:27:eb:91:93:11,Tim,TRaceHome,1,0,True,2G,pond,56885,-60,-56,72.2,65.0,17493777,25565821645,2825897,281467080,S-99,MAX_REACHED,1,True,149,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
10:59:32:da:b0:de,Tim,TRaceHome,1,0,True,5G,pond,153429,-73,-74,78.0,144.4,307232,46931519,2212787,3005358226,S-99,BACKOFF,3,True,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False
98:41:5c:a9:81:78,Tim,TRaceHome,1,0,True,5G,pond,152046,-72,-72,78.0,144.4,733426,48922537,1456226,2051433541,S-99,MAX_REACHED,2,True,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
5a:6c:8c:0a:ce:bf,Tim,TRaceHome,1,0,True,5G,pond,26054,-70,-68,117.0,360.0,25026,6133406,74549,93673257,S-99,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
78:45:58:3f:9c:31,Tim,TRaceHome,1,0,True,2G,lake,153028,-62,-61,72.2,72.2,32672200,30559855524,24970345,1679362707,,MAX_REACHED,3,True,275,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True
24:62:ab:30:0a:fb,Tim,TRaceHome,1,0,True,2G,lake,100333,-52,-51,48.0,72.2,36005,5558023,1959,234609,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
b4:e4:54:07:18:a8,Tim,TRaceHome,1,0,True,2G,lake,87130,-38,-39,72.2,72.2,12223,2965626,8067,3845998,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
10:ce:02:66:73:0e,Tim,TRaceHome,1,0,True,5G,lake,153475,-55,-46,86.7,200.0,65609523,4533813454,92122755,83273339859,,CAN_STEER,3,True,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False
fc:d7:49:0c:0f:21,Tim,TRaceHome,1,0,True,5G,lake,153474,-70,-70,48.0,200.0,372417,51123610,558841,108186100,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
90:f8:2e:fd:d2:24,Tim,TRaceHome,1,0,True,5G,lake,153474,-52,-49,86.7,200.0,583433,87744324,973731,367078072,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
1c:57:dc:43:9f:71,Tim,TRaceHome,1,0,True,5G,lake,55026,-51,-51,173.4,400.0,15072348,10507751057,33066547,45091358754,,CAN_STEER,3,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
4a:08:e3:73:51:a3,Tim,TRaceHome,1,0,True,5G,lake,36143,-56,-55,173.4,400.0,106622,20946295,487358,549145793,,CAN_STEER,2,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
48:a2:e6:a5:b2:b1,Tim,TRaceHome,1,0,True,2G,lake,112185,-54,-53,65.0,39.0,36277,2373583,29443,2654236,,MAX_REACHED,1,True,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
80:c5:f2:b3:82:7f,Tim,TRaceHome,1,0,True,2G,lake,111990,-38,-33,65.0,65.0,6950,897776,2377,184527,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a4:cf:12:1f:8c:8c,Tim,TRaceHome,1,0,True,2G,lake,61834,-59,-54,65.0,72.2,23378,2823798,148498,35320504,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
08:91:15:75:6d:42,Tim,TRaceHome,1,0,True,5G,lake,154364,-71,-71,52.0,300.0,1312918,290915958,1546128,819378240,,CAN_STEER,2,True,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
f8:54:b8:0f:8c:92,Tim,TRaceHome,1,0,True,5G,lake,153905,-83,-82,52.0,108.0,514669,61510110,685847,122376243,,MAX_REACHED,3,True,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False
b0:f7:c4:37:58:c3,Tim,TRaceHome,1,0,True,5G,lake,153461,-51,-47,86.7,200.0,2707655,187434302,2863474,236269320,,CAN_STEER,3,True,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
08:12:a5:e8:fd:56,Tim,TRaceHome,1,0,True,5G,lake,153461,-68,-66,86.7,200.0,476875,54905112,638968,108817291,,CAN_STEER,3,True,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
50:07:c3:51:e2:f3,Tim,TRaceHome,1,0,True,5G,lake,153461,-72,-69,78.0,200.0,54707968,3666184471,72293956,59251304365,,CAN_STEER,3,True,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False
4c:b9:ea:07:f4:bc,Tim,TRaceHome,1,0,True,5G,lake,63742,-60,-66,86.7,200.0,17194,12089363,14708,9176655,,MAX_REACHED,3,True,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,True,True,True,True,False
50:41:1c:b2:c3:46,Tim,TRaceHome,1,0,True,5G,lake,41072,-77,-77,58.5,135.0,450921,44828238,300856,42569246,,MAX_REACHED,2,True,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
9a:3e:79:9a:3e:00,Dante,LBS Testbed,37,0,True,2G,LSTB,825,-74,-73,7.2,43.3,2076,568372,1637,735721,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False,True,True,True,True,True
14:7d:da:4b:d4:af,Erez home,Erez SF,37,0,True,5G,DEFI5G,451,-65,-74,520.0,351.0,703,294527,742,410147,,CAN_STEER,3,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
d2:78:fd:69:f8:6d,Erez home,Erez SF,1,0,True,2G,DEFI5G,17138,-52,-52,115.6,78.0,137543,14698942,268466,322961144,,MAX_REACHED,3,True,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
44:17:93:c0:d2:dc,Erez home,Tel AViv,1,0,True,2G,DEFI,3720732,-61,-63,6.5,7.2,775662,117489078,5764024,2790073496,,N/A,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
82:96:5b:37:4c:c4,Dante,LBS Testbed,1,0,True,5G,LSTB,303443,-83,-87,25.8,3.6,30609,16247142,104938,110478868,,CAN_STEER,3,True,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
22:ba:fd:cc:9e:97,Dante,LBS Testbed,19,0,False,,,0,0,0,0,0,0,0,0,0,,CAN_STEER,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True
34:3e:a4:4d:d3:30,Ducky's Legal Services,Ducky's San Ramon,1,0,True,2G,plume.dogfood,11930,-38,-37,72.2,72.2,7025,2388468,14636,5439085,,MAX_REACHED,1,True,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
fc:45:c3:a8:07:7a,Ducky's Legal Services,Ducky's San Ramon,1,0,True,2G,plume.dogfood,6275,-49,-49,72.2,65.0,684,104455,364,55578,,MAX_REACHED,1,True,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
20:d7:78:b9:8d:d7,Ducky's Legal Services,Ducky's San Ramon,1,0,True,2G,plume.dogfood,1949,-60,-60,48.0,58.5,1152,469830,861,323485,,MAX_REACHED,1,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
7c:9e:bd:4d:32:40,Erez home,Tel AViv,1,0,True,2G,DEFI,100092,-59,-55,72.2,72.2,11601,838109,4958,365323,,N/A,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
a8:48:fa:7f:96:b0,Erez home,Tel AViv,1,0,True,2G,DEFI,61872,-35,-37,72.2,72.2,19394,2025172,113335,54008010,,N/A,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
cc:a7:c1:3c:1c:a0,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,582609,-52,-52,72.2,28.9,44842,18712216,48202,10364873,,CAN_STEER,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
3c:e4:41:cc:0e:d3,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,582481,-59,-57,780.0,195.1,3219174,471401961,4486493,3453276092,,BACKOFF,2,True,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,False
5c:41:5a:cb:2c:10,Ducky's Legal Services,Ducky's San Ramon,1,0,True,5G,plume.dogfood,481853,-79,-76,117.0,195.0,2555700,283312517,2525085,309123713,,MAX_REACHED,3,True,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,False
