mac,name,org,venue,model,firmware,uptime,up_days,cpu_busy_pct,cpu_load_1m,cpu_load_5m,cpu_load_15m,mem_used_pct,mem_free_pct,num_ifaces,num_ssids,num_assocs,chan_2g,width_2g,chan_5g,width_5g,chan_6g,width_6g,conf_2g,conf_5g,conf_6g,conf_2g_bw,conf_5g_bw,conf_6g_bw,last_state,wan_carrier,wan_speed,wan_duplex
14448fd58129,Dandy Main Floor,Shasta NorthEast,Camp,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,832028,9.63,2,0.032715,0.024414,0.000488,29.85,70.15,1,4,7,6,20,149,80,0,0,auto,auto,unknown,20,80,unknown,-29.841929,1,1000,full
24fe9a0f481c,SA-AP-01-cta1,Ducky's Legal Services,Ducky's Saratoga,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,425092,4.92,2,0.283207,0.23389,0.144045,42.76,57.24,1,0,0,0,0,0,0,0,0,auto,auto,unknown,20,80,unknown,-7.841929,1,1000,full
24fe9a0f51b9,SA-AP-02-ctb1,Ducky's Legal Services,Ducky's Saratoga,cybertan_eww631-b1,Shasta-AP-NOS Rel 2.2 build 22,508614,5.89,2,0.078126,0.143069,0.167971,45.84,54.16,2,0,0,0,0,0,0,0,0,auto,auto,unknown,20,80,unknown,-8.841929,1,1000,full
24fe9a0f5ae5,BasementAP,Tim,TRaceHome,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,77592,0.9,5,0.253422,0.271977,0.222171,46.75,53.25,2,4,6,11,20,44,40,0,0,auto,auto,unknown,20,40,unknown,-26.841929,1,1000,full
24fe9a0f5b55,FamilyRmAP,Tim,TRaceHome,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,77227,0.89,17,0.316899,0.478035,0.468757,45.96,54.04,2,4,9,1,20,157,40,0,0,auto,auto,unknown,20,40,unknown,-36.841929,1,1000,full
24fe9a0f5c19,Garage AP,Tim,TRaceHome,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,78062,0.9,10,0.175784,0.269535,0.266117,45.58,54.42,2,4,10,6,20,149,40,0,0,auto,auto,unknown,20,40,unknown,-57.841929,1,1000,full
24fe9a0f6141,CyberTANWallDemo,Intello Labs,APtestingLab,cybertan_eww631-b1,Shasta-AP-NOS Rel 2.2 build 21,608295,7.04,4,0.347662,0.25977,0.203128,56.25,43.75,1,4,0,11,20,36,40,0,0,auto,auto,unknown,20,40,unknown,-35.841929,1,100,full
902d770c4e60,LabECS4150,Tim,TRaceHome,edgecore_ecs4150,3.2.57r.241,78114,0.9,-1,0.0037597655318677425,0.0029541016556322575,0.0022216797806322575,51.44,48.56,28,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-56.841929,-1,-1,-1
903cb32d3044,EAP-101-Dev-1,Marek,Development,edgecore_eap101,OpenWrt 23.05-SNAPSHOT r23485+68-e92cf0c46f / TIP-devel-77600779,149317,1.73,1,0,0,0,24.55,75.45,2,2,0,1,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-15.841929,1,1000,full
903cb32d352b,Unit5,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085250,12.56,1,0.046876,0.013672,0.002441,19.28,80.72,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-24.841929,1,1000,full
903cb36ae4d0,Unit6,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085320,12.56,2,0.046387,0.055665,0.012696,19.99,80.01,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-31.841929,1,100,full
903cb36ae615,Unit9,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085366,12.56,1,0.015137,0.011719,0,19.32,80.68,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-69.841929,1,1000,full
903cb36c40bd,AP-40BD,Truminds-BUS,Default Venue,edgecore_eap101,Shasta-AP-NOS Rel 2.1 build 17,277952,3.22,1,0.103517,0.03418,0.006836,18.31,81.69,1,2,0,6,20,157,40,0,0,auto,auto,unknown,20,40,unknown,-32.841929,1,1000,full
903cb36c4108,Unit3,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085308,12.56,1,0,0,0,19.24,80.76,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-28.841929,1,1000,full
903cb36c427f,Unit1,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085308,12.56,1,0,0,0,19.32,80.68,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-64.841929,1,1000,full
903cb36c44f5,eap101,Erez home,Erez SF,edgecore_eap101,Shasta-AP-NOS Rel 2.2 build 21,471851,5.46,2,0.083009,0.048829,0.005859,22.87,77.13,1,4,2,1,40,52,80,0,0,auto,auto,unknown,40,80,unknown,-85.841929,1,1000,full
903cb3b16a64,Unit4,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085315,12.56,1,0.013672,0.015137,0,19.32,80.68,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-62.841929,1,1000,full
903cb3b16a8c,Unit2,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085304,12.56,1,0.02002,0.025879,0,19.34,80.66,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-34.841929,1,1000,full
903cb3b16e47,Eap101DS,Erez home,Tel AViv,edgecore_eap101,Shasta-AP-NOS Rel 2.1 build 21,4702060,54.42,1,0,0,0,20.98,79.02,1,4,2,1,20,36,80,0,0,1,auto,unknown,20,80,unknown,-52.841929,1,1000,full
903cb3b17013,Puneet's Home,Shasta,Default Venue,edgecore_eap101,Shasta-AP-NOS Rel 1.5 build 39,538505,6.23,1,0.004395,0.004883,0,17.44,82.56,1,1,0,11,20,0,0,0,0,auto,unknown,unknown,20,unknown,unknown,-75.841929,1,1000,full
903cb3b17130,Unit7,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085703,12.57,1,0.101564,0.06006,0.005371,20.17,79.83,1,2,1,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-91.841929,1,100,full
903cb3bb1c5b,SR-AP-03-Dwn,Ducky's Legal Services,Ducky's San Ramon,edgecore_eap101,Shasta-AP-NOS Rel 2.2 build 22,425143,4.92,2,0.061524,0.047852,0.003906,18.5,81.5,2,6,4,11,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-58.841929,1,1000,full
903cb3bb1d4b,Eap101BRT,Erez home,Tel AViv,edgecore_eap101,Shasta-AP-NOS Rel 2.1 build 21,1894670,21.93,1,0,0,0,18.59,81.41,1,4,1,1,20,36,80,0,0,1,auto,unknown,20,80,unknown,-96.841929,1,1000,full
903cb3bb1da5,SR-AP-04-Gst,Ducky's Legal Services,Ducky's San Ramon,edgecore_eap101,Shasta-AP-NOS Rel 2.2 build 22,508689,5.89,2,0.146975,0.072267,0.018067,19.16,80.84,2,6,17,11,20,149,80,0,0,auto,auto,unknown,20,80,unknown,-78.841929,1,2500,full
903cb3bb1edb,Unit8,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085361,12.56,1,0.032227,0.028809,0.002441,19.25,80.75,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-99.841929,1,1000,full
903cb3bb1f26,Dev2,Dante,Default Venue,edgecore_eap101,Shasta-AP-NOS Rel 1.8 build 1,1338679,15.49,1,0,0,0,26.33,73.67,1,2,1,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-111.841929,1,1000,full
903cb3bb25a7,903cb3bb25a7,unknown,unknown,edgecore_eap101,Shasta-AP-NOS Rel 2.2 build 22,25380,0.29,1,0,0,0,17.7,82.3,2,2,0,11,20,108,40,0,0,auto,auto,unknown,20,40,unknown,-86.841929,1,1000,full
903cb3bb277d,Unit10,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1085316,12.56,1,0,0,0,19.54,80.46,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-81.841929,1,1000,full
b46ad437ef60,SR-SW-01,Ducky's Legal Services,Ducky's San Ramon,edgecore_ecs4150,3.2.57r.241,425264,4.92,-1,0.00334960944019258,0.003374023362994194,0.0030859375838190317,54.52,45.48,54,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-85.841929,-1,-1,-1
b46ad439c560,Ted415028PNEW,Shasta NorthEast,Shasta HQ,edgecore_ecs4150,3.2.56r.241,951792,11.02,-1,0.00146484375,0.0017333984142169356,0.0017578124534338713,92.85,7.15,28,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-81.841929,-1,-1,-1
b46ad439c580,newECS-4150-28P,Erez home,Erez SF,edgecore_ecs4150,3.2.56r.241,672318,7.78,-1,0.000688476546201855,0.0017822266090661287,0.0017333984142169356,81.31,18.69,28,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-121.841929,-1,-1,-1
cccf83ca4b68,Spoonery Outdoor AP,Shasta NorthEast,Spoonery,cig_wf660a,Shasta-AP-NOS Rel 2.2 build 21,832095,9.63,2,0.000488,0.014649,0,28.0,72.0,1,4,2,11,20,132,80,0,0,auto,auto,unknown,20,80,unknown,-95.841929,1,1000,full
cccf83ca4c88,DuffyDrivewayAP,Duffy LLC,Duffy Barn,cig_wf660a,Shasta-AP-NOS Rel 2.2 build 22,77635,0.9,2,0,0,0,19.37,80.63,1,2,1,1,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-135.841929,1,1000,full
cccf83eabd78,HomeLab-WF186W,Intello Labs,VXLanLab,cig_wf186w,Shasta-AP-NOS Rel 2.2 build 21,607755,7.03,6,0.349126,0.257328,0.261234,69.37,30.63,2,4,0,6,20,36,40,0,0,auto,auto,unknown,20,40,unknown,-94.841929,1,1000,full
cccf83eabe80,DC-AP-03-wf186w,Ducky's Legal Services,Ducky's Daily City,cig_wf186w,Shasta-AP-NOS Rel 2.2 build 22,508687,5.89,4,0.26807,0.221195,0.187503,48.44,51.56,1,0,0,0,0,0,0,0,0,auto,auto,unknown,20,80,unknown,-82.841929,1,1000,full
cccf83eabf88,HQ-WF186W,Intello Labs,VXLanLab,cig_wf186w,Shasta-AP-NOS Rel 2.2 build 21,607744,7.03,10,0.484382,0.428717,0.390143,70.65,29.35,2,4,0,11,20,149,40,0,0,auto,auto,unknown,20,40,unknown,-87.841929,1,1000,full
cccf83eabfe8,WF-186H-DF,Steve's house,Steve's house,cig_wf186w,Shasta-AP-NOS Rel 2.2 build 16,27320,0.32,5,0.21973,0.267582,0.237797,49.96,50.04,1,4,4,6,40,149,80,0,0,6,149,unknown,40,80,unknown,-93.841929,1,1000,full
cccf83eac450,BackyardAP,Tim,TRaceHome,cig_wf186w,Shasta-AP-NOS Rel 2.2 build 22,77711,0.9,10,0.474617,0.293462,0.273442,51.42,48.58,2,4,2,6,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-148.841929,1,1000,full
d077cebd62f8,DuffyBarnSwitchNew,Duffy LLC,Duffy Barn,edgecore_ecs4125,2.9.18r.241,1361482,15.76,-1,0.026557616889476776,0.030742187052965164,0.0320410169661045,27.02,72.98,10,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-135.841929,-1,-1,-1
d077cebd6518,DC-SW-01,Ducky's Legal Services,Ducky's Daily City,edgecore_ecs4125,2.9.18r.241,1364453,15.79,-1,0.036137696355581284,0.03365234285593033,0.03223632648587227,28.35,71.65,10,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-113.841929,-1,-1,-1
d4babaa15000,DC-AP-02-wf196,Ducky's Legal Services,Ducky's Daily City,cig_wf196,Shasta-AP-NOS Rel 2.2 build 22,425230,4.92,1,0,0,0,15.5,84.5,1,0,0,0,0,0,0,0,0,auto,auto,1,20,80,160,-144.841929,1,1000,full
d4babaa150a0,WF-196,Steve's house,Default Venue,cig_wf196,Shasta-AP-NOS Rel 2.2 build 19,321267,3.72,2,0.05127,0.01416,0.00293,16.52,83.48,1,0,0,0,0,0,0,0,0,auto,auto,auto,20,40,80,-127.841929,1,2500,full
d4babaa15440,SR-AP-02-Liv,Ducky's Legal Services,Ducky's San Ramon,cig_wf196,Shasta-AP-NOS Rel 2.2 build 22,508746,5.89,2,0.041505,0.049805,0.005371,16.72,83.28,2,7,11,6,20,36,80,1,160,auto,auto,1,20,80,160,-134.841929,1,2500,full
d4babaa155a0,newWF-196,Erez home,Erez SF,cig_wf196,Shasta-AP-NOS Rel 2.2 build 21,672279,7.78,2,0.039063,0.050294,0.006836,20.39,79.61,1,6,3,6,40,116,80,9,160,auto,auto,9,40,80,160,-142.841929,1,1000,full
d4babaa17610,newWF-186H,Erez home,Erez SF,cig_wf186w,Shasta-AP-NOS Rel 2.2 build 21,672247,7.78,8,0.279789,0.351568,0.29102,50.33,49.67,1,4,2,1,40,52,80,0,0,auto,auto,unknown,40,80,unknown,-114.841929,1,1000,full
e001a6807be0,newEAP102,Erez home,Erez SF backhaul,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,674160,7.8,2,0.046876,0.041993,0.010254,23.49,76.51,1,2,3,11,40,149,80,0,0,auto,auto,unknown,40,80,unknown,-129.841929,1,1000,full
e49d731c0aa6,EAP-104-DF,Steve's house,Default Venue,edgecore_eap104,Shasta-AP-NOS Rel 2.2 build 19,1235412,14.3,2,0.150881,0.169924,0.16846,49.57,50.43,1,0,0,0,0,0,0,0,0,auto,auto,unknown,20,40,unknown,-137.841929,1,1000,full
e49d731c0b5c,DC-AP-04-e104,Ducky's Legal Services,Ducky's Daily City,edgecore_eap104,Shasta-AP-NOS Rel 2.2 build 22,508733,5.89,3,0.169924,0.212406,0.184573,45.9,54.1,1,0,0,0,0,0,0,0,0,auto,auto,unknown,20,80,unknown,-132.841929,1,1000,full
e49d731c0c51,AP-e49d731c0c51,API Test Org 89013123,API Test Venue 42006509,edgecore_eap104,Shasta-AP-NOS Rel 2.2 build 22,3559,0.04,87,1.257832,0.633799,0.389654,44.69,55.31,1,2,1,6,20,157,80,0,0,auto,auto,unknown,20,40,unknown,-172.841929,1,100,full
e49d731c0dcb,EAP-104,Marek,Development,edgecore_eap104,Shasta-AP-NOS Rel 2.2 build 21,149444,1.73,3,0.151369,0.179202,0.175784,46.85,53.15,2,2,0,11,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-148.841929,1,1000,full
e49d731c0e0a,TreehouseAP,Tim,TRaceHome,edgecore_eap104,Shasta-AP-NOS Rel 2.2 build 22,77723,0.9,6,0.289555,0.301274,0.276371,46.68,53.32,2,4,0,1,20,149,40,0,0,auto,auto,unknown,20,40,unknown,-158.841929,1,1000,full
