mac,name,org,venue,model,firmware,uptime,up_days,cpu_busy_pct,cpu_load_1m,cpu_load_5m,cpu_load_15m,mem_used_pct,mem_free_pct,num_ifaces,num_ssids,num_assocs,chan_2g,width_2g,chan_5g,width_5g,chan_6g,width_6g,conf_2g,conf_5g,conf_6g,conf_2g_bw,conf_5g_bw,conf_6g_bw,last_state,wan_carrier,wan_speed,wan_duplex
04b6be13a188,SR-AP-01-Mstr,Ducky's Legal Services,Ducky's San Ramon,cig_wf196,Shasta-AP-NOS Rel 2.2 build 22,511739,5.92,2,0,0.015625,0,16.68,83.32,2,7,5,6,20,149,80,1,160,auto,auto,1,20,80,160,49.181283,1,2500,full
14448f1fbe0a,NewTedOfficeAP,Shasta NorthEast,Shasta HQ,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,835436,9.67,2,0.066896,0.05127,0.004883,21.93,78.07,1,2,3,6,20,132,80,0,0,auto,auto,unknown,20,80,unknown,-10.818717,1,1000,full
14448f1fbe16,HQ-EAP102,Intello Labs,VXLanLab,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,610826,7.07,2,0.001465,0.03125,0.013184,29.37,70.63,3,4,0,1,20,149,40,0,0,auto,auto,unknown,20,40,unknown,12.181283,1,1000,full
14448f1fbe2a,Dandy Back Porch,Shasta NorthEast,Stable,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,835156,9.67,3,0.128908,0.065919,0.008789,29.82,70.18,1,4,1,1,20,132,80,0,0,auto,auto,unknown,20,80,unknown,25.181283,1,1000,full
14448f1fbe3a,DC-AP-01-e102,Ducky's Legal Services,Ducky's Canada,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 22,509510,5.9,2,0.033204,0.035157,0.000488,20.21,79.79,2,2,0,6,20,36,80,0,0,auto,auto,unknown,20,80,unknown,4.181283,1,2500,full
14448f1fbe4a,Duffy Barn AP,Duffy LLC,Duffy Barn,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 22,80691,0.93,2,0.087404,0.03711,0.005371,20.23,79.77,1,2,2,11,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-2.818717,1,2500,full
14448f1fbe4e,Tuttle Basement EAP 102,Shasta NorthEast,Shasta HQ,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,835396,9.67,2,0.117189,0.067872,0.005859,25.23,74.77,1,2,8,11,20,149,80,0,0,auto,auto,unknown,20,80,unknown,30.181283,1,1000,full
14448f1fbe76,AtticAP,Tim,TRaceHome,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 22,80175,0.93,3,0.021973,0.04004,0.021485,21.09,78.91,2,4,12,6,20,36,80,0,0,auto,auto,unknown,20,80,unknown,2.181283,1,1000,full
14448f1fbf2a,Tuttle Living Room EAP 102,Shasta NorthEast,Shasta HQ,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,835411,9.67,2,0.021973,0.032227,0,25.19,74.81,1,2,5,1,20,36,80,0,0,auto,auto,unknown,20,80,unknown,14.181283,1,1000,full
14448f1fbf8e,Dandy 2nd floor,Shasta NorthEast,Camp,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,835159,9.67,2,0.039063,0.051759,0.001953,29.89,70.11,1,4,4,6,20,36,80,0,0,auto,auto,unknown,20,80,unknown,25.181283,1,1000,full
14448fd58129,Dandy Main Floor,Shasta NorthEast,Camp,edgecore_eap102,Shasta-AP-NOS Rel 2.2 build 21,835155,9.67,2,0.064454,0.038575,0.002441,29.92,70.08,1,4,7,6,20,149,80,0,0,auto,auto,unknown,20,80,unknown,18.181283,1,1000,full
24fe9a0f481c,SA-AP-01-cta1,Ducky's Legal Services,Ducky's Saratoga,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,428281,4.96,2,0.070314,0.151369,0.132326,42.79,57.21,1,0,0,0,0,0,0,0,0,auto,auto,unknown,20,80,unknown,-21.818717,1,1000,full
24fe9a0f51b9,SA-AP-02-ctb1,Ducky's Legal Services,Ducky's Saratoga,cybertan_eww631-b1,Shasta-AP-NOS Rel 2.2 build 22,511807,5.92,2,0.06006,0.108888,0.104982,45.8,54.2,2,0,0,0,0,0,0,0,0,auto,auto,unknown,20,80,unknown,-26.818717,1,1000,full
24fe9a0f5ae5,BasementAP,Tim,TRaceHome,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,80730,0.93,4,0.288579,0.333013,0.321294,46.72,53.28,2,4,6,11,20,44,40,0,0,auto,auto,unknown,20,40,unknown,9.181283,1,1000,full
24fe9a0f5b55,FamilyRmAP,Tim,TRaceHome,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,80374,0.93,16,0.373541,0.290532,0.350591,45.67,54.33,2,4,9,1,20,157,40,0,0,auto,auto,unknown,20,40,unknown,-8.818717,1,1000,full
24fe9a0f5c19,Garage AP,Tim,TRaceHome,cybertan_eww631-a1,Shasta-AP-NOS Rel 2.2 build 22,81205,0.94,11,0.577646,0.383307,0.302251,45.61,54.39,2,4,9,6,20,149,40,0,0,auto,auto,unknown,20,40,unknown,-26.818717,1,1000,full
24fe9a0f6141,CyberTANWallDemo,Intello Labs,APtestingLab,cybertan_eww631-b1,Shasta-AP-NOS Rel 2.2 build 21,611430,7.08,4,0.082033,0.210941,0.191897,56.3,43.7,1,4,0,11,20,36,40,0,0,auto,auto,unknown,20,40,unknown,4.181283,1,100,full
902d770c4e60,LabECS4150,Tim,TRaceHome,edgecore_ecs4150,3.2.57r.241,81270,0.94,-1,0.00202148430980742,0.0021728514693677425,0.0018896483816206455,51.44,48.56,28,0,0,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,-37.818717,-1,-1,-1
903cb32d3044,EAP-101-Dev-1,Marek,Development,edgecore_eap101,OpenWrt 23.05-SNAPSHOT r23485+68-e92cf0c46f / TIP-devel-77600779,152497,1.77,1,0.000977,0.011231,0,24.57,75.43,2,2,0,1,20,36,80,0,0,auto,auto,unknown,20,80,unknown,-20.818717,1,1000,full
903cb32d352b,Unit5,Dante,LBS Testbed,edgecore_eap101,Shasta-AP-NOS Rel 2.0 build 5,1088434,12.6,1,0.397955,0.159182,0.054688,19.28,80.72,1,2,0,1,20,149,80,0,0,1,149,unknown,20,80,unknown,-33.818717,1,1000,full
